"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp_var_rate","cons_price_idx","cons_conf_idx","euribor3m","nr_employed","subscribed"
46,"technician","married","professional.course","no","no","no","cellular","nov","mon",64,3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
40,"admin.","single","high.school","unknown","no","yes","telephone","nov","mon",14,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
40,"blue-collar","married","basic.6y","no","no","no","cellular","nov","mon",128,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
33,"blue-collar","married","basic.9y","no","no","no","cellular","nov","mon",218,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
43,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",139,2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
31,"management","married","university.degree","no","yes","no","cellular","nov","mon",37,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
32,"self-employed","single","high.school","no","yes","no","cellular","nov","mon",223,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
54,"housemaid","single","basic.9y","unknown","no","no","cellular","nov","mon",158,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
48,"technician","married","professional.course","no","yes","no","cellular","nov","mon",52,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
35,"admin.","married","university.degree","no","no","no","cellular","nov","mon",747,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
36,"services","married","high.school","no","yes","no","cellular","nov","mon",48,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
42,"technician","married","basic.9y","no","no","no","cellular","nov","mon",295,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
32,"admin.","single","high.school","no","yes","no","cellular","nov","mon",333,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
39,"services","married","professional.course","no","yes","yes","cellular","nov","mon",148,2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
40,"entrepreneur","divorced","university.degree","no","yes","no","cellular","nov","mon",124,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
43,"services","married","high.school","no","yes","yes","cellular","nov","mon",170,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
40,"entrepreneur","married","basic.9y","no","yes","no","cellular","nov","mon",69,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
36,"admin.","married","university.degree","no","yes","no","telephone","nov","mon",1735,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
46,"admin.","married","university.degree","unknown","no","no","cellular","nov","mon",725,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
52,"management","married","university.degree","no","no","no","telephone","nov","mon",127,4,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
43,"admin.","married","university.degree","no","no","no","cellular","nov","mon",222,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
31,"self-employed","single","university.degree","no","yes","no","cellular","nov","mon",113,2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
33,"management","married","university.degree","no","yes","no","cellular","nov","mon",681,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
40,"blue-collar","married","basic.9y","no","yes","no","telephone","nov","mon",132,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
45,"admin.","married","basic.9y","no","yes","no","cellular","nov","mon",446,3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
41,"management","married","basic.6y","unknown","yes","no","cellular","nov","mon",264,4,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
45,"self-employed","married","university.degree","no","yes","no","cellular","nov","mon",487,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
41,"admin.","married","university.degree","no","no","no","cellular","nov","mon",295,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
50,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","mon",92,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
50,"technician","married","professional.course","no","unknown","unknown","cellular","nov","tue",336,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
44,"technician","married","professional.course","no","no","no","telephone","nov","tue",189,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
41,"services","single","professional.course","no","yes","no","cellular","nov","tue",41,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
43,"management","married","professional.course","no","yes","no","cellular","nov","tue",99,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
49,"admin.","divorced","basic.6y","no","no","no","cellular","nov","tue",295,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
34,"entrepreneur","single","basic.9y","no","no","no","cellular","nov","tue",386,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
41,"management","married","university.degree","no","yes","no","cellular","nov","tue",176,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"blue-collar","married","basic.4y","no","no","no","cellular","nov","tue",101,5,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
40,"entrepreneur","married","basic.9y","no","no","no","telephone","nov","tue",40,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
53,"self-employed","married","basic.4y","no","yes","no","cellular","nov","tue",76,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
32,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","tue",295,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
39,"services","divorced","high.school","no","yes","no","cellular","nov","tue",194,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
43,"management","married","university.degree","no","no","no","cellular","nov","tue",188,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"admin.","divorced","university.degree","no","yes","no","cellular","nov","tue",346,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"services","married","basic.6y","no","unknown","unknown","cellular","nov","tue",340,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
37,"management","divorced","high.school","no","yes","no","cellular","nov","tue",1268,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"technician","divorced","high.school","no","no","no","cellular","nov","tue",132,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
46,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","tue",50,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
34,"blue-collar","married","professional.course","no","yes","no","cellular","nov","tue",135,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
43,"entrepreneur","married","basic.9y","no","yes","yes","cellular","nov","tue",74,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
48,"admin.","married","unknown","unknown","no","no","cellular","nov","tue",319,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
54,"technician","married","professional.course","no","yes","no","cellular","nov","tue",149,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
47,"housemaid","divorced","professional.course","no","no","yes","cellular","nov","tue",253,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
39,"self-employed","married","university.degree","no","yes","no","cellular","nov","tue",122,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"unemployed","married","high.school","no","no","yes","cellular","nov","tue",155,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
33,"entrepreneur","single","university.degree","no","yes","no","cellular","nov","tue",435,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
38,"blue-collar","divorced","unknown","no","no","no","cellular","nov","tue",154,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
49,"management","married","university.degree","no","no","no","cellular","nov","tue",188,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
51,"admin.","married","high.school","no","yes","no","cellular","nov","tue",109,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
39,"admin.","married","high.school","no","yes","no","cellular","nov","tue",50,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
57,"management","married","university.degree","no","yes","yes","cellular","nov","tue",609,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"yes"
53,"admin.","divorced","university.degree","no","yes","no","cellular","nov","tue",69,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
53,"admin.","divorced","university.degree","no","no","yes","cellular","nov","tue",172,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
33,"technician","divorced","high.school","no","no","no","cellular","nov","tue",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"admin.","married","high.school","no","yes","no","cellular","nov","tue",92,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
54,"technician","married","university.degree","no","no","no","cellular","nov","tue",432,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
38,"entrepreneur","married","basic.4y","no","yes","yes","cellular","nov","tue",224,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"management","single","high.school","no","no","no","cellular","nov","tue",74,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"technician","married","high.school","no","no","no","cellular","nov","tue",90,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
49,"technician","married","professional.course","no","no","no","cellular","nov","tue",267,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
29,"management","single","university.degree","no","no","yes","cellular","nov","tue",73,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
41,"admin.","single","high.school","no","no","no","cellular","nov","tue",143,3,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
52,"services","married","high.school","no","yes","no","telephone","nov","tue",251,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
50,"admin.","married","high.school","no","no","no","telephone","nov","tue",46,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
44,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","tue",52,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
37,"admin.","married","university.degree","no","no","no","cellular","nov","tue",475,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
50,"management","married","university.degree","no","no","no","cellular","nov","tue",66,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
45,"technician","divorced","professional.course","no","yes","yes","cellular","nov","tue",124,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
37,"services","married","high.school","no","yes","no","cellular","nov","tue",157,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
51,"admin.","married","basic.9y","no","no","yes","cellular","nov","tue",110,5,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
48,"admin.","married","unknown","unknown","no","yes","cellular","nov","tue",63,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"technician","single","professional.course","no","yes","yes","cellular","nov","tue",69,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
35,"admin.","divorced","university.degree","no","yes","no","cellular","nov","tue",188,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
44,"management","single","university.degree","no","yes","no","cellular","nov","tue",120,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
35,"admin.","divorced","high.school","no","yes","no","cellular","nov","tue",250,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
49,"self-employed","single","professional.course","unknown","yes","no","telephone","nov","tue",126,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
53,"management","married","university.degree","no","yes","no","cellular","nov","tue",313,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
53,"management","married","university.degree","no","yes","no","cellular","nov","tue",244,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
32,"services","divorced","high.school","no","yes","no","cellular","nov","tue",74,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
45,"management","married","university.degree","no","no","no","cellular","nov","tue",72,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
56,"technician","single","professional.course","no","yes","no","cellular","nov","tue",116,6,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
29,"technician","married","professional.course","no","no","no","cellular","nov","tue",154,3,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
31,"technician","single","university.degree","no","no","no","cellular","nov","tue",110,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
41,"technician","single","professional.course","unknown","yes","no","cellular","nov","tue",68,2,4,1,"success",-0.1,93.2,-42,4.153,5195.8,"no"
48,"management","married","basic.9y","no","unknown","unknown","cellular","nov","tue",373,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"housemaid","divorced","basic.4y","no","yes","no","cellular","nov","tue",171,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
37,"technician","married","professional.course","no","yes","no","cellular","nov","tue",238,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
58,"management","married","university.degree","unknown","yes","no","cellular","nov","tue",233,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
51,"admin.","married","basic.9y","no","no","yes","cellular","nov","tue",515,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"services","married","high.school","no","yes","no","cellular","nov","tue",65,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"technician","married","university.degree","no","yes","no","cellular","nov","tue",39,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
35,"admin.","single","university.degree","no","yes","no","telephone","nov","tue",263,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
35,"blue-collar","married","professional.course","no","yes","no","cellular","nov","tue",139,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
35,"admin.","single","university.degree","no","no","no","cellular","nov","tue",898,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"yes"
48,"self-employed","married","university.degree","no","yes","no","cellular","nov","tue",141,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
43,"admin.","married","high.school","no","yes","no","telephone","nov","tue",82,6,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
44,"management","married","basic.9y","no","yes","no","cellular","nov","tue",129,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"admin.","married","high.school","no","yes","no","cellular","nov","tue",136,5,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
33,"technician","single","high.school","no","yes","no","telephone","nov","tue",1476,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"technician","single","professional.course","no","yes","no","cellular","nov","tue",1132,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"yes"
56,"management","divorced","university.degree","no","no","no","cellular","nov","wed",90,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
34,"entrepreneur","single","basic.9y","no","no","yes","cellular","nov","wed",139,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
29,"management","single","university.degree","no","no","no","cellular","nov","wed",89,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
29,"management","single","university.degree","no","no","no","cellular","nov","wed",62,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
33,"management","married","university.degree","no","no","yes","cellular","nov","wed",113,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
49,"management","divorced","university.degree","no","no","no","cellular","nov","wed",364,2,6,1,"success",-0.1,93.2,-42,4.12,5195.8,"no"
30,"technician","married","professional.course","unknown","yes","no","cellular","nov","wed",242,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
40,"self-employed","married","university.degree","no","no","no","cellular","nov","wed",210,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
38,"technician","divorced","high.school","no","yes","no","telephone","nov","wed",137,4,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
31,"management","single","university.degree","no","no","no","cellular","nov","wed",187,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
33,"technician","single","unknown","no","no","no","cellular","nov","wed",313,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
38,"admin.","married","high.school","no","yes","no","telephone","nov","wed",125,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"unemployed","divorced","high.school","no","yes","no","cellular","nov","wed",351,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
43,"admin.","married","university.degree","no","no","no","cellular","nov","wed",97,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"technician","married","professional.course","no","yes","yes","cellular","nov","wed",1554,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
51,"admin.","married","high.school","no","no","no","cellular","nov","wed",286,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
31,"technician","single","professional.course","no","no","no","cellular","nov","wed",215,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
29,"entrepreneur","married","basic.9y","no","yes","no","cellular","nov","wed",336,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","wed",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
38,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","wed",157,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"blue-collar","married","basic.6y","no","no","no","cellular","nov","wed",130,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
49,"blue-collar","married","basic.9y","unknown","yes","no","cellular","nov","wed",52,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
43,"admin.","single","high.school","no","no","no","cellular","nov","wed",1011,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"yes"
35,"services","married","university.degree","no","no","no","cellular","nov","wed",270,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"services","married","high.school","no","no","yes","cellular","nov","wed",222,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
35,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",654,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
35,"blue-collar","single","professional.course","no","yes","yes","cellular","nov","wed",51,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
35,"housemaid","divorced","basic.9y","no","no","no","cellular","nov","wed",60,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
30,"blue-collar","married","professional.course","no","no","no","cellular","nov","wed",332,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
36,"technician","married","high.school","no","no","no","cellular","nov","wed",187,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
34,"technician","married","professional.course","no","yes","no","cellular","nov","wed",374,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
30,"admin.","divorced","high.school","no","yes","no","cellular","nov","wed",124,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
38,"technician","married","professional.course","no","yes","no","cellular","nov","wed",227,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
33,"admin.","divorced","high.school","no","no","no","telephone","nov","wed",50,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
29,"blue-collar","married","basic.9y","unknown","no","no","cellular","nov","wed",85,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
44,"services","single","high.school","no","yes","no","cellular","nov","wed",116,5,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
31,"blue-collar","single","high.school","no","no","no","cellular","nov","wed",230,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
45,"management","married","university.degree","no","no","yes","cellular","nov","wed",391,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
37,"management","divorced","university.degree","no","yes","no","cellular","nov","wed",259,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
39,"admin.","married","university.degree","no","no","no","cellular","nov","wed",146,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
29,"management","married","basic.9y","no","no","no","cellular","nov","wed",69,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
38,"technician","married","professional.course","unknown","no","no","cellular","nov","wed",1049,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
30,"admin.","single","high.school","no","yes","no","cellular","nov","wed",195,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
38,"entrepreneur","divorced","basic.9y","no","no","no","cellular","nov","wed",353,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
40,"admin.","married","high.school","no","yes","no","cellular","nov","wed",131,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
39,"management","married","high.school","no","no","no","telephone","nov","wed",47,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
37,"management","married","university.degree","no","no","no","cellular","nov","wed",140,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"entrepreneur","married","university.degree","no","no","yes","cellular","nov","wed",49,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
30,"technician","divorced","basic.9y","no","yes","yes","cellular","nov","wed",177,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
31,"admin.","single","high.school","no","yes","no","cellular","nov","wed",286,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
43,"technician","divorced","university.degree","no","yes","no","cellular","nov","wed",342,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
38,"housemaid","married","basic.6y","unknown","no","no","cellular","nov","wed",76,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
37,"services","single","high.school","no","yes","no","cellular","nov","wed",485,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
47,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","wed",88,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
32,"self-employed","married","university.degree","no","yes","no","cellular","nov","wed",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
49,"admin.","divorced","high.school","no","yes","no","cellular","nov","wed",47,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
53,"blue-collar","divorced","basic.9y","no","no","no","cellular","nov","wed",625,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
55,"management","married","professional.course","no","yes","no","cellular","nov","wed",223,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
42,"management","married","university.degree","unknown","yes","no","cellular","nov","wed",126,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
37,"services","married","high.school","no","yes","yes","cellular","nov","wed",584,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"management","divorced","high.school","no","no","yes","cellular","nov","wed",709,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
56,"management","divorced","university.degree","no","no","no","cellular","nov","wed",287,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
48,"housemaid","married","basic.6y","no","yes","no","cellular","nov","wed",1337,4,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
48,"management","married","high.school","unknown","no","no","cellular","nov","wed",275,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
52,"entrepreneur","married","university.degree","unknown","yes","yes","telephone","nov","wed",248,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
30,"unemployed","single","unknown","no","yes","no","cellular","nov","wed",1271,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
30,"blue-collar","married","basic.9y","no","no","no","cellular","nov","wed",167,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
55,"technician","married","high.school","unknown","yes","no","cellular","nov","wed",285,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
54,"management","married","basic.6y","no","yes","no","cellular","nov","wed",616,3,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
53,"unemployed","married","basic.9y","no","yes","no","cellular","nov","wed",248,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
50,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","wed",185,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
38,"technician","married","professional.course","no","no","no","cellular","nov","wed",62,3,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
33,"admin.","single","high.school","no","yes","no","cellular","nov","wed",208,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
53,"blue-collar","divorced","basic.4y","no","yes","no","cellular","nov","wed",206,5,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"admin.","single","university.degree","no","no","no","cellular","nov","wed",102,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
47,"self-employed","single","professional.course","no","yes","no","cellular","nov","thu",97,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
49,"admin.","divorced","professional.course","no","no","no","cellular","nov","thu",80,5,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
36,"blue-collar","married","high.school","no","yes","no","cellular","nov","thu",379,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
53,"management","married","university.degree","no","yes","no","cellular","nov","thu",186,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
58,"retired","married","high.school","no","yes","no","cellular","nov","thu",125,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
30,"entrepreneur","single","university.degree","no","no","no","cellular","nov","thu",251,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
29,"housemaid","married","high.school","no","yes","no","cellular","nov","thu",408,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
32,"admin.","divorced","university.degree","no","yes","no","cellular","nov","thu",199,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
36,"admin.","married","high.school","no","yes","no","cellular","nov","thu",231,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
40,"blue-collar","married","basic.4y","unknown","yes","no","cellular","nov","thu",628,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
38,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","thu",103,2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
33,"services","married","high.school","no","yes","yes","cellular","nov","thu",422,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
50,"blue-collar","married","professional.course","unknown","no","no","cellular","nov","thu",283,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
